beginString,bodyLength,msgType,senderCompID,targetCompID,msgSeqNum,sendingTime,lastMsgSeqNumProcessed,text,possDupFlag,tradingSessionSubID,securityStatusReqID,securityType,maturityDate,issueDate,couponRate,issuer,securityDesc,buyVolume,symbol,lastPx,lowPx,highPx,securityTradingStatus,checkSum
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VIX,VIX,500000,VIX,37000,33300,40700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VKC,VKC,500000,VKC,7000,6300,7700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VLA,VLA,500000,VLA,12700,11500,13900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VMC,VMC,500000,VMC,17900,16200,19600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VNC,VNC,500000,VNC,19000,17100,20900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VND,VND,500000,VND,13000,11700,14300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VNF,VNF,500000,VNF,35200,31700,38700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VNN,VNN,500000,VNN,3400,3100,3700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VNR,VNR,500000,VNR,20900,18900,22900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VNT,VNT,500000,VNT,36000,32400,39600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VPC,VPC,500000,VPC,2800,2600,3000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VTC,VTC,500000,VTC,5000,4500,5500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VTL,VTL,500000,VTL,18700,16900,20500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VTS,VTS,500000,VTS,10100,9100,11100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VTV,VTV,500000,VTV,17600,15900,19300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VXB,VXB,500000,VXB,11600,10500,12700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,WCS,WCS,500000,WCS,149000,134100,163900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,WSS,WSS,500000,WSS,4700,4300,5100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PEN,PEN,500000,PEN,12000,10800,13200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,DGC,DGC,500000,DGC,35900,32400,39400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,CEO,CEO,500000,CEO,16200,14600,17800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,BII,BII,500000,BII,11300,10200,12400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NDF,NDF,500000,NDF,22500,20300,24700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TVC,TVC,500000,TVC,29900,27000,32800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VMI,VMI,500000,VMI,22700,20500,24900,17,
